core_name,core_type,sample_depth_start,sample_depth_end,latitude,longitude,wdepth,UK37,include,reference_name,reference_link,notes
NB62,BC,0,2,3,175,5005,1.000,1,Conte2006  Ohkouchi1999,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/1998gb900024,
NB63,BC,0,2,5.08,175,5119,1.000,1,Conte2006  Ohkouchi1999,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/1998gb900024,
NB64,BC,0,2,7.93,175,5338,0.971,1,Conte2006  Ohkouchi1999,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/1998gb900024,
NB65,BC,0,2,9.98,175,5461,0.966,1,Conte2006  Ohkouchi1999,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/1998gb900024,
NB66,BC,0,2,12.9,175,5640,0.951,1,Conte2006  Ohkouchi1999,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/1998gb900024,
NB67,BC,0,4,15,175,5181,0.942,1,Conte2006  Ohkouchi1999,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/1998gb900024,
NB68,BC,0,2,21.28,175,2505,0.851,1,Conte2006  Ohkouchi1999,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/1998gb900024,
NB69,BC,0,2,24,175,5741,0.770,1,Conte2006  Ohkouchi1999,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/1998gb900024,
NB70,BC,0,2,27.07,175,5814,0.653,1,Conte2006  Ohkouchi1999,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/1998gb900024,
NB72,BC,0,2,33,175,4633,0.606,1,Conte2006  Ohkouchi1999,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/1998gb900024,
NB73,BC,0,2,35.25,175,4952,0.586,1,Conte2006  Ohkouchi1999,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/1998gb900024,
NB74,BC,0,2,37.5,175,5065,0.542,1,Conte2006  Ohkouchi1999,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/1998gb900024,
NB75,BC,0,2,40,175,4854,0.510,1,Conte2006  Ohkouchi1999,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/1998gb900024,
NB76,BC,0,2,43,175,5906,0.421,1,Conte2006  Ohkouchi1999,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/1998gb900024,
NB77,BC,0,2,45.97,175,5317,0.387,1,Conte2006  Ohkouchi1999,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/1998gb900024,
NB78,BC,0,4,48.1,175,5334,0.383,1,Conte2006  Ohkouchi1999,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/1998gb900024,
NGC43,BC,0,2,-2,175,4720,1.000,1,Conte2006  Ohkouchi1999,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/1998gb900024,
NMC1,BC,0,2,19,175,4026,0.865,1,Conte2006  Ohkouchi1999,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/1998gb900024,
NMC2,BC,0,2,30,175,5410,0.632,1,Conte2006  Ohkouchi1999,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/1998gb900024,
GIK17922-1,BC,0,1,15.417,117.458,4221,0.940,1,Conte2006  Pelejero1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00280-9,
GIK17924-1,BC,0,1,19.412,118.847,3438,0.929,1,Conte2006  Pelejero1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00280-9,
GIK17925-2,BC,0,1,19.852,119.047,2980,0.930,1,Conte2006  Pelejero1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00280-9,
GIK17926-2,BC,0,1,19,118.733,3761,0.925,1,Conte2006  Pelejero1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00280-9,
GIK17928-2,BC,0,1,18.272,119.745,2486,0.930,1,Conte2006  Pelejero1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00280-9,
GIK17934-1,BC,0,1,19.032,116.462,2665,0.918,1,Conte2006  Pelejero1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00280-9,
GIK17935-2,BC,0,1,18.878,116.527,3143,0.926,1,Conte2006  Pelejero1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00280-9,
GIK17936-1,BC,0,1,18.767,117.12,3809,0.928,1,Conte2006  Pelejero1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00280-9,
GIK17937-1,BC,0,1,19.502,117.667,3428,0.921,1,Conte2006  Pelejero1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00280-9,
GIK17938-1,BC,0,1,19.79,117.538,2835,0.930,1,Conte2006  Pelejero1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00280-9,
GIK17943-1,BC,0,1,18.95,117.553,917,0.920,1,Conte2006  Pelejero1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00280-9,
GIK17945-1,BC,0,1,18.127,113.777,2404,0.918,1,Conte2006  Pelejero1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00280-9,
GIK17946-1,BC,0,1,18.125,114.25,3465,0.915,1,Conte2006  Pelejero1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00280-9,
GIK17947-2,BC,0,1,18.467,116.028,3765,0.910,1,Conte2006  Pelejero1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00280-9,
GIK17948-1,BC,0,1,16.708,114.897,2841,0.937,1,Conte2006  Pelejero1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00280-9,
GIK17949-1,BC,0,1,17.348,115.167,2195,0.927,1,Conte2006  Pelejero1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00280-9,
GIK17950-1,BC,0,1,16.093,112.897,1868,0.938,1,Conte2006  Pelejero1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00280-9,
GIK17951-1,BC,0,1,16.288,113.41,2340,0.934,1,Conte2006  Pelejero1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00280-9,
GIK17952-2,BC,0,1,16.667,114.473,2882,0.938,1,Conte2006  Pelejero1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00280-9,
GIK17954-1,BC,0,1,14.758,111.527,1517,0.933,1,Conte2006  Pelejero1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00280-9,
GIK17955-1,BC,0,1,14.122,112.177,2404,0.933,1,Conte2006  Pelejero1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00280-9,
GIK17956-1,BC,0,1,13.848,112.588,3387,0.936,1,Conte2006  Pelejero1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00280-9,
GIK17957-1,BC,0,1,10.898,115.305,2197,0.968,1,Conte2006  Pelejero1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00280-9,
GIK17958-1,BC,0,1,11.618,115.082,2581,0.969,1,Conte2006  Pelejero1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00280-9,
GIK17959-1,BC,0,1,11.138,115.287,1957,0.968,1,Conte2006  Pelejero1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00280-9,
GIK17960-1,BC,0,1,10.12,115.558,1707,0.966,1,Conte2006  Pelejero1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00280-9,
GIK17961-1,BC,0,1,8.507,112.332,1795,0.956,1,Conte2006  Pelejero1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00280-9,
GIK17962-1,BC,0,1,7.182,112.082,1970,0.956,1,Conte2006  Pelejero1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00280-9,
GIK17963-2,BC,0,1,6.167,112.667,1233,0.963,1,Conte2006  Pelejero1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00280-9,
GIK17964-1,BC,0,1,6.158,112.213,1556,0.961,1,Conte2006  Pelejero1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00280-9,
GIK17965-1,BC,0,1,6.157,112.552,889,0.972,1,Conte2006  Pelejero1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00280-9,
W8402A-14GC,GC,1,2,0.953,-138.955,4287,0.957,1,Conte2006  Prahl1989,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/pa004i005p00495,
BOFS/Multicore,MC,-999,-999,48.383,-17.417,4105,0.540,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK12309-1,grab,0,1,26.838,-15.11,2849,0.793,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK12326-3,grab,0,1,23.035,-17.41,1024,0.711,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK16402-1,BC,0,1,14.42,-20.57,4203,0.866,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK16411-1,BC,0,1,9.513,-19.893,4622,0.892,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK16412-1,BC,0,1,9.56,-19.843,4607,0.934,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK16413-1,BC,0,1,10.02,-19.3,4397,0.901,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK16415-1,BC,0,1,9.57,-19.107,3841,0.899,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK16416-1,BC,0,1,9.865,-19.398,4336,0.922,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK16418-2,BC,0,1,9.868,-16.598,133,0.969,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK16453-2,BC,0,1,4.73,-20.94,2675,0.950,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK16751-1,BC,0,1,10.08,-16.1,37,0.936,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK16753-1,BC,0,1,9.583,-16.543,457,0.902,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK16754-1,BC,0,1,9.503,-16.623,646,0.926,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK16765-1,BC,0,1,8.332,-14.488,1500,0.956,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK16768-1,BC,0,1,7.63,-15.168,4327,0.948,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK16769-1,BC,0,1,6.122,-16.275,4933,0.941,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK16777-1,BC,0,1,3.928,-10.62,3282,0.987,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK16783-1,BC,0,1,4.677,-8.902,69,0.959,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK16786-2,BC,0,1,4.505,-9.14,451,0.938,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK16791-2,BC,0,1,4.687,-6.455,53,0.908,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK16792-3,BC,0,1,4.632,-6.42,71,0.928,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK16794-3,BC,0,1,4.57,-6.39,269,0.893,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK16808-2,BC,0,1,3.81,-2.858,2234,0.942,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK16809-2,BC,0,1,4.165,-2.476,1500,0.959,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK16824-5,BC,0,1,4.777,-2.205,29,0.946,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK16825-2,BC,0,1,3.673,-1.796,4970,0.952,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK16835-1,BC,0,1,4.243,-1.153,3219,0.927,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK16837-1,BC,0,1,3.675,0.752,4449,0.964,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK16838-1,BC,0,1,4.653,1.198,3736,0.960,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK16842-1,BC,0,1,5.823,1.153,390,0.939,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK16844-1,BC,0,1,5.72,1.16,1230,0.957,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK16846-1,BC,0,1,5.365,1.287,2739,0.945,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK16850-1,BC,0,1,6.102,3.67,247,0.960,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK16854-1,BC,0,1,6.017,3.608,2583,0.962,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK16856-1,BC,0,1,4.803,3.408,2860,0.961,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK16861-1,BC,0,1,3.622,6.5,403,0.973,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK17048-4,BC,0,1,54.308,-18.177,1848,0.486,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK17050-2,BC,0,1,55.472,-27.877,2781,0.452,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK17054-1,BC,0,1,48.445,-27.697,1834,0.572,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK17055-2,BC,0,1,48.208,-27.058,2810,0.542,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK17056-1,BC,0,1,48.037,-25.897,3604,0.592,1,Conte2006  Rosell-Mele1995,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,
GIK17051-2,BC,0,1,56.162,-31.99,2314,0.450,1,Conte2006  Rosell-Mele1995  Filippova2016,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0016-7037(95)00199-A,*average of conte and filippova value
BOFS19/3M,MC,-999,-999,41.11,-20.754,-999,0.534,1,Conte2006  Rosell-Mele2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0304-4203(00)00052-9,
SU90-09,PC,-999,-999,43.787,-31.748,3375,0.608,1,Conte2006  Rosell-Mele2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0304-4203(00)00052-9,
SU90-19,PC,-999,-999,59.537,-32.463,2925,0.413,1,Conte2006  Rosell-Mele2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0304-4203(00)00052-9,
SU90-20,PC,-999,-999,59.862,-39.663,2007,0.397,1,Conte2006  Rosell-Mele2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0304-4203(00)00052-9,
SU90-38,PC,-999,-999,54.09,-21.082,2900,0.526,1,Conte2006  Rosell-Mele2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0304-4203(00)00052-9,
SU90-I01,PC,-999,-999,44.713,-34.022,1535,0.616,1,Conte2006  Rosell-Mele2000,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0304-4203(00)00052-9,
KT91-9  St. 7,BC,0,2,34.1,134.9,65,0.749,1,Conte2006  Sawada1996,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/S0146-6380(96)00087-3,
KT91-9  St. HO.4,BC,0,2,34,132.5,30,0.708,1,Conte2006  Sawada1996,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/S0146-6380(96)00087-3,
KT91-9  St. HU,BC,0,2,34.2,133.4,25,0.715,1,Conte2006  Sawada1996,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/S0146-6380(96)00087-3,
KT91-9  St. NH,BC,0,2,34.4,134.4,28,0.721,1,Conte2006  Sawada1996,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/S0146-6380(96)00087-3,
KT92-17 St.14,PC,0,2.4,31.9,137.8,3252,0.796,1,Conte2006  Sawada1996,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/S0146-6380(96)00087-3,
KT92-17 St.20,PC,0,2.4,30.4,138.6,3280,0.821,1,Conte2006  Sawada1996,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/S0146-6380(96)00087-3,
KT92-17 St.3,PC,0,2.4,34.8,139.4,1376,0.789,1,Conte2006  Sawada1996,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/S0146-6380(96)00087-3,
LM-10,MC,0,2,37.8,143.6,3316,0.619,1,Conte2006  Sawada1996,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/S0146-6380(96)00087-3,
LM-8,MC,0,2,38.7,143.6,2349,0.558,1,Conte2006  Sawada1996,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/S0146-6380(96)00087-3,
110KBC84,BC,0,-999,4.37,-43.52,2947,1.000,1,Conte2006  Sikes1991,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0012-821x(91)90235-a,
13BC55-4,BC,-999,-999,-2.1,-23.05,5065,0.828,1,Conte2006  Sikes1991,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0012-821x(91)90235-a,
4BC14-3 4,BC,-999,-999,9.23,-17,1011,0.979,1,Conte2006  Sikes1991,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0012-821x(91)90235-a,
5BC17-1 2,BC,-999,-999,8.82,-17.27,3749,1.000,1,Conte2006  Sikes1991,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0012-821x(91)90235-a,
O173-4-G,GC,2,4,31.9,-64.13,4469,0.915,1,Conte2006  Sikes1991,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0012-821x(91)90235-a,
PAPA C4,-999,-999,-999,49.43,-136.65,3740,0.303,1,Conte2006  Sikes1991,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0012-821x(91)90235-a,
PAR87A-8A,PC,-999,-999,54.22,-148.82,3446,0.422,1,Conte2006  Sikes1991,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0012-821x(91)90235-a,
SC2,BC,0,1,-11.07,-78.05,255,0.777,1,Conte2006  Sikes1991,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/0012-821x(91)90235-a,
12PC51,PC,0,1,0.004,-22.998,3870,0.952,1,Conte2006  Sikes1994,http://dx.doi.org/10.1029/93pa02198  http://dx.doi.org/10.1029/93pa02198,
KNR-51-29GGC,GGC,0,1,56.22,-12.63,2626,0.643,1,Conte2006  Sikes1996,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1029/95pa03697,
KR88-07,PC,-999,-999,-47.148,145.496,2890,0.405,1,Conte2006  Sikes1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00017-3,
KR88-08,PC,-999,-999,-49.15,148.48,3885,0.294,1,Conte2006  Sikes1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00017-3,
KR88-09,PC,-999,-999,-50.593,147.155,4350,0.358,1,Conte2006  Sikes1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00017-3,
KR88-10,PC,-999,-999,-54.186,144.799,2785,0.084,1,Conte2006  Sikes1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00017-3,
KR88-11,PC,-999,-999,-54.918,144.067,2880,0.065,1,Conte2006  Sikes1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00017-3,
KR88-12,PC,-999,-999,-56.397,145.288,3020,0.053,1,Conte2006  Sikes1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00017-3,
KR88-13,PC,-999,-999,-57.948,144.586,3740,0.033,1,Conte2006  Sikes1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00017-3,
KTB-25,MC,-999,-999,-45.017,57.967,4680,0.290,1,Conte2006  Sikes1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00017-3,
KTB-26,MC,-999,-999,-43.967,55.967,4750,0.368,1,Conte2006  Sikes1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00017-3,
KTB-29,MC,-999,-999,-43,58.017,4765,0.408,1,Conte2006  Sikes1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00017-3,
KTB-31,MC,-999,-999,-40.983,57.983,4920,0.500,1,Conte2006  Sikes1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00017-3,
KTB-34,MC,-999,-999,-42,58.017,4795,0.448,1,Conte2006  Sikes1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00017-3,
R657,-999,-999,-999,-42.38,178.49,1408,0.670,1,Conte2006  Sikes1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00017-3,
U938,-999,-999,-999,-45.05,179.3,2700,0.416,1,Conte2006  Sikes1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00017-3,
U939,-999,-999,-999,-44.32,179.3,1300,0.414,1,Conte2006  Sikes1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00017-3,
W266,GC,-999,-999,-42.14,179.22,2540,0.521,1,Conte2006  Sikes1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00017-3,
W268,GC,-999,-999,-42.51,178.58,980,0.538,1,Conte2006  Sikes1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0016-7037(97)00017-3,
MD73-023,PC,0,1,-42.215,51.318,3925,0.421,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD76-005,PC,0,1,-32.638,50.785,4395,0.747,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD76-009,PC,0,1,-34.608,63.507,4425,0.650,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD76-010,PC,0,1,-31.378,61.922,4245,0.630,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD76-011,PC,0,1,-24.095,59.922,4425,0.878,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD76-127,PC,0,1,12.09,73.9,1610,0.965,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD76-129,PC,0,1,15,72.333,1954,0.967,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
