sampleID,index_column,core_name,core_type,sample_depth_start,sample_depth_end,Latitude,Longitude,modernWaterDepth,TEX86,fGDGT_0,fGDGT_1,fGDGT_2,fGDGT_3,fGDGT_cren,fGDGT_cren_prime,BIT,publicationYear,reference_name,remark,reference_link,dataset_DOI,ringIndex,gdgt23ratio,methaneIndex,gdgtZeroOverZeroCren,TEX_RI,deltaRI,QC_flag,match_lat,match_lon,match_depth,SST,thermocline_depth,thermocline_T,thermocline_T_depthIntegral,SSN,thermocline_nitrate,thermocline_nitrate_depthIntegral,region_ID,regionName,pred_tex,tex_residuals
RR01893,JET_RR_01893,HCC_13_0-1C,,,,7.59981,-53.0238,1000.0,0.669727268,0.206137246,0.06129618,0.071164924,0.017334037,0.608270139,0.035797474,0.045674283,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.8318985910000003,4.105502024715881,0.18869148381786907,0.206137246,2.5634449204691094,-0.26845367053089086,include,7.625,-53.125,1000.0,28.00049,,,,0.33493635,nan,nan,43.0,Tropical Atlantic,,
RR01894,JET_RR_01894,HCC_14_0-1A,,,,9.533962,-51.31872,4840.0,0.645322966,0.24005787,0.067915226,0.073848037,0.011570716,0.568457428,0.038150723,0.030209588,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.676756052,6.382322148430573,0.20177059929550165,0.24005787,2.4756878612641637,-0.20106819073583626,include,9.625,-51.375,4800.0,27.85559,,,,0.14538255,nan,nan,43.0,Tropical Atlantic,,
RR01895,JET_RR_01895,HCC_14_0-1B,,,,9.533962,-51.31872,4840.0,0.64358071,0.23440613,0.069565659,0.076504918,0.011206562,0.570414594,0.037902137,0.028462508,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.689462105,6.826796478705959,0.20543155472234906,0.23440613,2.469574005843225,-0.21988809915677487,include,9.625,-51.375,4800.0,27.85559,,,,0.14538255,nan,nan,43.0,Tropical Atlantic,,
RR01896,JET_RR_01896,HCC_14_0-1C,,,,9.533962,-51.31872,4840.0,0.644999149,0.238265595,0.068735036,0.075682671,0.0111886,0.56811505,0.038013048,0.035752655,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.67817857,6.764266396153228,0.2042789533708931,0.238265595,2.4745500106096046,-0.20362855939039548,include,9.625,-51.375,4800.0,27.85559,,,,0.14538255,nan,nan,43.0,Tropical Atlantic,,
RR01897,JET_RR_01897,HCC_16_0-1A,,,,10.22085,-51.8835,4940.0,0.647658167,0.238929273,0.070288095,0.078448343,0.0105906,0.561582365,0.040161323,0.026265492,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.665931333,7.407355862746209,0.20934590249894858,0.238929273,2.4839140676655758,-0.1820172653344243,include,10.125,-51.875,4900.0,27.845491,,,,0.12730089,nan,nan,43.0,Tropical Atlantic,,
RR01898,JET_RR_01898,HCC_16_0-1B,,,,10.22085,-51.8835,4940.0,0.645822029,0.237678276,0.071759985,0.080981272,0.009900576,0.559711763,0.039968129,0.016280967,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.6621438250000002,8.179450569340613,0.2133506466708659,0.237678276,2.477442866900367,-0.18470095809963327,include,10.125,-51.875,4900.0,27.845491,,,,0.12730089,nan,nan,43.0,Tropical Atlantic,,
RR01899,JET_RR_01899,HCC_16_0-1C,,,,10.22085,-51.8835,4940.0,0.648644996,0.243257077,0.068361869,0.075850743,0.010475987,0.562176548,0.039877776,0.033338467,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.659708612,7.240438824523168,0.20441367114047,0.243257077,2.487401251454989,-0.17230736054501117,include,10.125,-51.875,4900.0,27.845491,,,,0.12730089,nan,nan,43.0,Tropical Atlantic,,
RR01900,JET_RR_01900,HCC_17_0-1A,,,,9.904435,-53.27126,4750.0,0.648715901,0.235683783,0.069749827,0.078180693,0.011231699,0.565759472,0.039394525,0.02870041,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.680422298,6.960718320531916,0.20824132167830392,0.235683783,2.4876520593280027,-0.19277023867199716,include,9.875,-53.375,4700.0,27.9897,,,,0.19754176,nan,nan,43.0,Tropical Atlantic,,
RR01901,JET_RR_01901,HCC_17_0-1B,,,,9.904435,-53.27126,4750.0,0.647100249,0.236495701,0.069817818,0.076873004,0.01135657,0.565663926,0.03979298,0.031228732,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.6794611600000002,6.76903360785871,0.20700262253140583,0.236495701,2.4819453993594616,-0.19751576064053866,include,9.875,-53.375,4700.0,27.9897,,,,0.19754176,nan,nan,43.0,Tropical Atlantic,,
RR01902,JET_RR_01902,HCC_20_0-1A,,,,11.27389,-54.15,4790.0,0.652435034,0.242082151,0.071067525,0.081958501,0.009173919,0.553445213,0.042272692,0.021294547,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.645377904,8.933859237257272,0.21400728984018516,0.242082151,2.5008543161407295,-0.14452358785927055,include,11.375,-54.125,4800.0,27.8027,,,,0.13409604,nan,nan,43.0,Tropical Atlantic,,
RR01903,JET_RR_01903,HCC_20_0-1B,,,,11.27389,-54.15,4790.0,0.649637301,0.239281368,0.071217022,0.081317487,0.009049866,0.557452068,0.041682189,0.021464478,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.657538622,8.985490724393046,0.21241017138646864,0.239281368,2.4909143060938743,-0.1666243159061258,include,11.375,-54.125,4800.0,27.8027,,,,0.13409604,nan,nan,43.0,Tropical Atlantic,,
RR01904,JET_RR_01904,HCC_20_0-1C,,,,11.27389,-54.15,4790.0,0.653047264,0.236457714,0.071468322,0.082160365,0.009117436,0.557553647,0.043242516,0.018580554,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.666326012,9.0113454045633,0.21314618192606558,0.236457714,2.5030364270593806,-0.1632895849406193,include,11.375,-54.125,4800.0,27.8027,,,,0.13409604,nan,nan,43.0,Tropical Atlantic,,
RR01905,JET_RR_01905,HCC_21_0-1A,,,,13.01813,-54.66875,5040.0,0.656056589,0.252533448,0.069629698,0.081535586,0.007202592,0.545021336,0.04407734,0.033214088,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.61070335,11.320311632256832,0.21187285983065637,0.252533448,2.5137984497314454,-0.0969049002685547,include,13.125,-54.625,5000.0,27.628109,,,,0.063943036,nan,nan,43.0,Tropical Atlantic,,
RR01906,JET_RR_01906,HCC_21_0-1B,,,,13.01813,-54.66875,5040.0,0.647242085,0.261126653,0.07014399,0.078631708,0.006774852,0.540028794,0.043294003,0.041953634,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.58102315,11.60640970459576,0.21052396954305083,0.261126653,2.4824456856458887,-0.0985774643541113,include,13.125,-54.625,5000.0,27.628109,,,,0.063943036,nan,nan,43.0,Tropical Atlantic,,
RR01907,JET_RR_01907,HCC_21_0-1C,,,,13.01813,-54.66875,5040.0,0.652422969,0.253997444,0.070876531,0.081979104,0.006933413,0.542086519,0.044126989,0.03186398,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.6004890100000004,11.823773371065592,0.2141937004301631,0.253997444,2.5008113390595326,-0.09967767094046787,include,13.125,-54.625,5000.0,27.628109,,,,0.063943036,nan,nan,43.0,Tropical Atlantic,,
RR01908,JET_RR_01908,HCC_22_0-1A,,,,14.80268,-55.17608,5500.0,0.649630442,0.273008369,0.070230527,0.078318799,0.006711674,0.52654463,0.045186001,0.047688176,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.533925671,11.66904098739003,0.21356641999638093,0.273008369,2.4908900007547428,-0.04303567024525723,include,14.875,-55.125,5500.0,27.4777,,,,0.030385487,nan,nan,43.0,Tropical Atlantic,,
RR01909,JET_RR_01909,HCC_22_0-1B,,,,14.80268,-55.17608,5500.0,0.650296826,0.259948509,0.07077723,0.081326729,0.006818569,0.537659189,0.043469773,0.035285507,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.5784022429999998,11.927242944963965,0.2147452307676592,0.259948509,2.493252837506839,-0.08514940549316075,include,14.875,-55.125,5500.0,27.4777,,,,0.030385487,nan,nan,43.0,Tropical Atlantic,,
RR01910,JET_RR_01910,HCC_22_0-1C,,,,14.80268,-55.17608,5500.0,0.648588126,0.265556609,0.072130535,0.081161335,0.007384739,0.52918415,0.044582633,0.04509011,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.551674554,10.990413472974467,0.2187733060848344,0.265556609,2.487200112844797,-0.06447444115520273,include,14.875,-55.125,5500.0,27.4777,,,,0.030385487,nan,nan,43.0,Tropical Atlantic,,
RR01911,JET_RR_01911,HCC_23_0-1A,,,,15.786,-57.05335,5320.0,0.639852595,0.278253356,0.069392599,0.079890286,0.006385879,0.529068318,0.037009563,-999.0,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.512642332,12.510460345396462,0.21568339122657093,0.278253356,2.4565591616997366,-0.05608317030026333,include,15.875,-57.125,5300.0,27.54239,,,,0.023636302,nan,nan,43.0,Tropical Atlantic,,
RR01912,JET_RR_01912,HCC_23_0-1B,,,,15.786,-57.05335,5320.0,0.639917032,0.282122768,0.069594678,0.079495762,0.006146905,0.524603225,0.038036662,-999.0,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.497586465,12.9326485442674,0.2162449762719317,0.282122768,2.4567833274010478,-0.040803137598952155,include,15.875,-57.125,5300.0,27.54239,,,,0.023636302,nan,nan,43.0,Tropical Atlantic,,
RR01913,JET_RR_01913,HCC_23_0-1C,,,,15.786,-57.05335,5320.0,0.652165105,0.265361159,0.070304864,0.084136557,0.006760695,0.532517477,0.040919248,-999.0,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.5526069629999997,12.444956768497914,0.21943042894460846,0.265361159,2.499893025426475,-0.05271393757352483,include,15.875,-57.125,5300.0,27.54239,,,,0.023636302,nan,nan,43.0,Tropical Atlantic,,
RR01914,JET_RR_01914,MUC@M1 surface,,,,11.99935,-23.00335,5056.0,0.61617447,0.308560069,0.071565317,0.072596987,0.005389168,0.504987203,0.036901255,0.02673571,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.400480627,13.47090812533586,0.2162898980971493,0.308560069,2.376053303332873,-0.024427323667127077,include,11.875,-23.125,5100.0,26.199791,,,,0.17308424,nan,nan,43.0,Tropical Atlantic,,
RR01915,JET_RR_01915,MUC@M2 surface,,,,13.81051667,-37.81981667,4726.0,0.657685843,0.263374426,0.072143581,0.085551439,0.005581335,0.525873025,0.047476195,0.018467092,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.553387344,15.328131889592724,0.22165447486669196,0.263374426,2.5196501189243006,-0.03373722507569932,include,13.875,-37.875,4700.0,26.18519,,,,0.0010309219,nan,nan,43.0,Tropical Atlantic,,
RR01916,JET_RR_01916,MUC@M3 surface,,,,12.39496667,-38.6279,4628.0,0.633892284,0.283773056,0.0714261,0.077114733,0.004532628,0.521131082,0.042022401,0.022246184,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.491867382,17.01324992918016,0.21372200848115538,0.283773056,2.4359434413329257,-0.0559239406670744,include,12.375,-38.625,4600.0,26.57531,95.0,19.98,24.673483,0.0012658525,14.544977,2.9388402,43.0,Tropical Atlantic,0.6347873,-0.0008950370906982696
RR01917,JET_RR_01917,MUC@M4 surface,,,,12.06306667,-49.19158333,4197.0,0.637011062,0.268501648,0.069730362,0.07362033,0.00619122,0.539397836,0.042558605,0.097313743,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.563370446,11.891086086425615,0.20443232904996028,0.268501648,2.4467013513864213,-0.11666909461357866,include,12.125,-49.125,4200.0,27.27291,,,,0.0028202399,nan,nan,43.0,Tropical Atlantic,,
RR01918,JET_RR_01918,MUC@M5 surface,,,,12.01978333,-57.04371667,4446.0,0.682177042,0.232663929,0.066691255,0.082757514,0.009102422,0.557498319,0.051286561,0.060257889,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.694653069,9.091812486830428,0.2066254891333005,0.232663929,2.609737192877807,-0.08491587612219309,include,12.125,-57.125,4400.0,27.98539,,,,0.12276739,nan,nan,43.0,Tropical Atlantic,,
RR01919,JET_RR_01919,13M0-1 surface,,,,13.53058333,-21.9193,4700.0,0.617283489,0.314448643,0.07164505,0.074069204,0.005921412,0.49835,0.035565691,0.027567856,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.373210458,12.5087063693592,0.22118790146308467,0.314448643,2.379740880699483,0.006530422699483118,include,13.625,-21.875,4700.0,25.6625,,,,1.1713818,nan,nan,43.0,Tropical Atlantic,,
RR01920,JET_RR_01920,13M1a-2 surface,,,,13.72616667,-31.70633333,5879.0,0.630852064,0.279047772,0.072585179,0.077967035,0.005387378,0.524323258,0.040689379,0.035836347,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.5047319310000002,14.472167165548807,0.2162967055616108,0.279047772,2.42551867520816,-0.07921325579184035,include,13.625,-31.625,5500.0,26.02269,,,,0.004894403,nan,nan,43.0,Tropical Atlantic,,
RR01921,JET_RR_01921,1 MC4 0-5,,,,1.8,-86.18,2841.975,0.607887437,0.326978036,0.069993659,0.069482886,0.007181048,0.494517969,0.031846402,0.029783223,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.335960059,9.67586987303246,0.21790907406403753,0.326978036,2.348756765237264,0.012796706237264033,include,1.875,-86.125,2800.0,26.50959,,,,1.5872716,nan,nan,10.0,East Equatorial Pacific,,
RR01922,JET_RR_01922,2 MC7 0-5,,,,-4.23,-92.95,3725.95,0.584313984,0.343153983,0.073951209,0.067660716,0.006334519,0.478944414,0.02995516,0.028178558,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.263874494,10.681271300946449,0.22523763552754006,0.343153983,2.2736020342212013,0.00972754022120137,include,-4.125,-92.875,3700.0,24.198309,,,,5.185576,nan,nan,10.0,East Equatorial Pacific,,
RR01923,JET_RR_01923,3A MC1 0-5,,,,-0.04,-105.42,3652.587,0.623308687,0.316563861,0.066130807,0.064571527,0.005888777,0.507879111,0.038965917,0.005013223,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.400320304,10.965184621526676,0.19985936242683827,0.316563861,2.3999178590516843,-0.00040244494831576105,include,-0.125,-105.375,3700.0,24.29411,,,,7.0346336,nan,nan,53.0,Equatorial Pacific,,
RR01924,JET_RR_01924,4 MC6 0-5,,,,0.12,-112.6,4003.391,0.61934466,0.34139013,0.063167306,0.065006105,0.00479564,0.492666299,0.032974519,-999.0,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.310129708,13.555251228198946,0.20189349910880244,0.34139013,2.3866161339301115,0.07648642593011168,include,0.125,-112.625,4000.0,24.16571,60.0,19.38811,22.33134,6.9699016,12.13131,8.920536,53.0,Equatorial Pacific,0.6076959,0.01164878244796752
RR01925,JET_RR_01925,5 MC3 0-5,,,,0.07,-123.02,4408.129,0.631714158,0.319615661,0.065529946,0.071234513,0.005624394,0.502452042,0.035543444,-999.0,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.376854098,12.665277894827426,0.20927708772555978,0.319615661,2.4284685193665947,0.051614421366594776,include,0.125,-123.125,4400.0,24.7471,,,,6.600699,nan,nan,53.0,Equatorial Pacific,,
RR01926,JET_RR_01926,6 MC2 0-5,,,,0.04,-130.88,4408.827,0.654949206,0.292663867,0.064305349,0.068707817,0.007337372,0.520971255,0.04601434,0.007308786,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.491675479,9.36409071258756,0.19842127589995467,0.292663867,2.509831206680901,0.018155727680901013,include,0.125,-130.875,4400.0,25.79271,,,,6.2400975,nan,nan,53.0,Equatorial Pacific,,
RR01927,JET_RR_01927,7 MC7 0-5,,,,0.0,-139.32,4342.936,0.667930018,0.276500913,0.062781154,0.068653564,0.008323982,0.534439077,0.049301311,0.004840997,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.56002178,8.247682899842887,0.1931705268438431,0.276500913,2.5568471758389943,-0.0031746041610056785,include,-0.125,-139.375,4300.0,26.242191,,,,5.7700386,nan,nan,53.0,Equatorial Pacific,,
RR01928,JET_RR_01928,8 MC1 0-5,,,,0.01,-147.78,4365.339,0.668268503,0.279630858,0.062050769,0.068685207,0.00824329,0.533317959,0.048071918,0.008487223,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.549710561,8.332256538348158,0.19292784449541586,0.279630858,2.5580881224681784,0.008377561468178474,include,0.125,-147.875,4400.0,26.75349,,,,5.257183,nan,nan,53.0,Equatorial Pacific,,
RR01929,JET_RR_01929,9 G3 S1 0-5,,,,15.12,-149.48,5348.028,0.620366586,0.379667043,0.063066405,0.069374748,0.005225019,0.454208474,0.028458311,-999.0,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.1481580979999997,13.277415450546687,0.22192303414890147,0.379667043,2.390035336183981,0.2418772381839811,include,15.125,-149.375,5300.0,25.717209,,,,0.2078581,nan,nan,58.0,Northern Pacific Subtropical Gyre,,
RR01930,JET_RR_01930,10 G2 S1 0-5,,,,20.68,-143.35,5419.424,0.622274284,0.339393937,0.069132203,0.078898048,0.005071058,0.477583833,0.029920922,-999.0,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.272160493,15.55849844352007,0.23175886105701868,0.339393937,2.396436745952006,0.12427625295200606,include,20.625,-143.375,5400.0,23.82011,225.0,15.178109,20.967464,0.0028961797,6.7532816,1.2870047,58.0,Northern Pacific Subtropical Gyre,0.59192,0.030354265803894
RR01931,JET_RR_01931,11 MC4 0-5,,,,30.35,-157.87,5887.355,0.573392225,0.44492634,0.06306814,0.054879688,0.005702963,0.407237301,0.024185568,0.251624474,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,1.915627881,9.623013160001214,0.22276465253278277,0.44492634,2.240033083802296,0.3244052028022961,include,30.375,-157.875,5500.0,22.315409,45.0,20.63571,21.797018,0.0035775695,0.0054474943,0.003110507,58.0,Northern Pacific Subtropical Gyre,0.6015154,-0.028123187330627464
RR01932,JET_RR_01932,418_2_ufs,,,,43.1616667,29.9616667,1557.762,0.44850427,0.35435683,0.028712225,0.014406296,0.003430957,0.593580708,0.005512983,0.030447448,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.464192452,4.198914763431894,0.07209784016161411,0.35435683,1.9124898983913332,-0.5517025536086666,include,43.125,29.875,1550.0,15.05211,,,,0.087517306,nan,nan,6.0,Black Sea,,
RR01933,JET_RR_01933,418_2_0-1L,,,,43.1616667,29.9616667,1557.762,0.431873908,0.341600255,0.034775482,0.016907462,0.00397325,0.597188894,0.005554658,0.039974584,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.4914843639999997,4.255322972377776,0.08453252653593826,0.341600255,1.876687131245159,-0.6147972327548408,include,43.125,29.875,1550.0,15.05211,,,,0.087517306,nan,nan,6.0,Black Sea,,
RR01934,JET_RR_01934,418_2_0-1K,,,,43.1616667,29.9616667,1557.762,0.4089587,0.349797607,0.034553421,0.015180066,0.004306002,0.591740452,0.004422451,0.044956096,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.462483171,3.525327206071897,0.08311179667268893,0.349797607,1.830362565774891,-0.6321206052251092,include,43.125,29.875,1550.0,15.05211,,,,0.087517306,nan,nan,6.0,Black Sea,,
RR01935,JET_RR_01935,418_12/3_0-1G,,,,42.9366667,30.0316667,1943.921,0.417823408,0.351154858,0.042906167,0.020534898,0.005125488,0.575145567,0.005133022,0.044243896,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.4204667829999997,4.006427875745685,0.10567475744466621,0.351154858,1.8478696247454784,-0.5725971582545213,include,42.875,30.125,1950.0,15.169391,,,,0.065023415,nan,nan,6.0,Black Sea,,
RR01936,JET_RR_01936,418_12/3_0-1F,,,,42.9366667,30.0316667,1943.921,0.412795973,0.358751386,0.042526988,0.019748984,0.004990448,0.568825766,0.005156428,0.042587541,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.392925076,3.957356934688028,0.10489912731413716,0.358751386,1.8378768116690556,-0.5550482643309445,include,42.875,30.125,1950.0,15.169391,,,,0.065023415,nan,nan,6.0,Black Sea,,
RR01937,JET_RR_01937,418_4_0-1H,,,,42.7821083,29.3519861,2042.167,0.401334123,0.351602326,0.036832151,0.015512945,0.004625402,0.586873956,0.004553221,0.045826433,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.447442955,3.3538587564929494,0.08786351369936668,0.351602326,1.8157220651934747,-0.6317208898065254,include,42.875,29.375,2000.0,15.023991,,,,0.07771297,nan,nan,6.0,Black Sea,,
RR01938,JET_RR_01938,418_4_0-1I,,,,42.7821083,29.3519861,2042.167,0.416619277,0.355950379,0.037830021,0.018089068,0.004517688,0.579203425,0.00440942,0.046086174,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.422012601,4.004054286174698,0.0938386964847873,0.355950379,1.8454609416437693,-0.5765516593562308,include,42.875,29.375,2000.0,15.023991,,,,0.07771297,nan,nan,6.0,Black Sea,,
RR01939,JET_RR_01939,408_2.2 0-1cm,,,,42.899988,30.516642,2054.279,0.440204323,0.354063417,0.039181423,0.019863222,0.005140696,0.575944218,0.005807024,0.032856827,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.421334923,3.8639168704004283,0.09936786782054734,0.354063417,1.8943917599697893,-0.5269431630302106,include,42.875,30.625,2100.0,15.2596,,,,0.0588736,nan,nan,6.0,Black Sea,,
RR01940,JET_RR_01940,64PE409-53 BC,,,,53.5984,-4.0836,38.0,0.318249081,0.476443192,0.03679718,0.010062668,0.005027936,0.469582287,0.002086738,0.112688775,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,1.9586824239999998,2.0013516480718927,0.09910631111666049,0.476443192,1.681206033120384,-0.27747639087961584,include,53.625,-4.125,40.0,11.1169,5.0,10.987109,11.052005,0.44721204,0.4348631,0.44103757,26.0,North Atlantic,0.47722828,-0.15897920288214112
RR01941,JET_RR_01941,64PE409-41 BC,,,,53.6002,-4.0802,37.0,0.322035415,0.467869726,0.033654754,0.009547469,0.004573587,0.4824894,0.001865063,0.09101159,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.003888305,2.087523206620974,0.08978216881113243,0.467869726,1.6863393347172178,-0.31754897028278206,include,53.625,-4.125,35.0,11.1169,5.0,10.987109,11.052005,0.44721204,0.4348631,0.44103757,26.0,North Atlantic,0.47722828,-0.15519286888214112
RR01942,JET_RR_01942,NF2012-046 BC,,,,38.1172,-73.8353,730.0,0.456988519,0.403579035,0.039709788,0.018691702,0.005488738,0.523292147,0.00923859,0.038361987,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.223682354,3.4054644255200377,0.10712270652658896,0.403579035,1.9314626819427403,-0.29221967205725985,include,38.125,-73.875,750.0,16.29789,20.0,14.312691,15.589969,0.53152245,0.49980852,0.51489127,12.0,Eastern North America Offshore,0.52971876,-0.07273023767572023
RR01943,JET_RR_01943,NF2012-65 BC,,,,38.0625,-73.8656,170.0,0.43073855,0.426675131,0.040253815,0.017060109,0.006284225,0.502612518,0.007114201,0.054674852,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.132133584,2.714751460999566,0.11092864194406443,0.426675131,1.8743098353742602,-0.25782374862573976,include,38.125,-73.875,175.0,16.29789,20.0,14.312691,15.589969,0.53152245,0.49980852,0.51489127,12.0,Eastern North America Offshore,0.52971876,-0.09898020667572022
RR01944,JET_RR_01944,NF2012-69 BC,,,,38.0435,-73.8035,515.0,0.43243376,0.418232087,0.043181968,0.018168248,0.006538896,0.505685219,0.008193582,0.038435191,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.154650356,2.778488601133892,0.11669449359954646,0.418232087,1.877862541335289,-0.2767878146647109,include,38.125,-73.875,500.0,16.29789,,,,0.53152245,nan,nan,12.0,Eastern North America Offshore,,
RR01945,JET_RR_01945,NF2012-84 BC,,,,38.0139,-73.7534,991.0,0.47065463,0.415781702,0.04390973,0.022650883,0.005031859,0.501267293,0.011358533,0.062811224,2024.0,Varma2024,Data from original source,https://doi.org/10.1016/j.gca.2023.12.019,https://doi.org/10.1594/PANGAEA.964885,2.154810377,4.501493980654069,0.12254404260374606,0.415781702,1.9630283269582507,-0.1917820500417493,include,38.125,-73.875,1000.0,16.29789,,,,0.53152245,nan,nan,12.0,Eastern North America Offshore,,
